Codice Chiesa;Codice Pavimenti;Quadrante;Data;Quota;Cappela;Primario Stile;# Passi alla Cappella;Altare 1;# Passi alla Altare 1;Quota di Altare 1;Altare 2;# Passi alla Altare 2;Quota di Altare 2;Nota;Entrata?;Contenere Banco?;Contenere Reperti?;Numero di Reperti;MAPINFO_ID
ORTO;ORTO_D;D;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;379
ORTO;ORTO_E;E;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;380
ORTO;ORTO_F;F;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;381
ORTO;ORTO_G;G;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;382
ORTO;ORTO_H;H;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;383
ORTO;ORTO_I;I;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;384
ORTO;ORTO_J;J;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;385
ORTO;ORTO_K;K;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;386
ORTO;ORTO_L;L;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;387
ORTO;ORTO_M;M;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;388
ORTO;ORTO_N;N;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;389
ORTO;ORTO_O;O;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;390
ORTO;ORTO_P;P;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;391
ORTO;ORTO_Q;Q;03/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;392
OSPE;OSPE_A;A;04/07/2003;1,13;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;393
OSPE;OSPE_B;B;04/07/2003;1,15;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;394
OSPE;OSPE_C;C;04/07/2003;1,15;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;395
OSPE;OSPE_D;D;04/07/2003;1,11;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;396
OSPE;OSPE_E;E;04/07/2003;1,06;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;397
OSPE;OSPE_F;F;04/07/2003;1,65;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;398
PANT;PANT_A;A;14/06/2004;1,68;VERO;;3,00;VERO;3;2,56;FALSO;0;0,00;;FALSO;FALSO;VERO;;399
PANT;PANT_B;B;14/06/2004;1,65;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;VERO;VERO;;400
PANT;PANT_C;C;14/06/2004;1,64;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;401
PANT;PANT_D;D;14/06/2004;2,07;VERO;;3,00;VERO;3;2,51;FALSO;0;0,00;;FALSO;FALSO;FALSO;;402
PANT;PANT_E;E;14/06/2004;1,66;VERO;;3,00;VERO;3;2,54;FALSO;0;0,00;;FALSO;FALSO;VERO;;403
PANT;PANT_F;F;14/06/2004;1,62;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;404
PANT;PANT_G;G;14/06/2004;1,62;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;405
PANT;PANT_H;H;14/06/2004;2,05;VERO;;3,00;VERO;5;2,79;FALSO;0;0,00;;FALSO;FALSO;FALSO;;406
PANT;PANT_I;I;14/06/2004;1,65;VERO;;3,00;VERO;3;2,54;FALSO;0;0,00;;FALSO;FALSO;VERO;;407
PANT;PANT_J;J;14/06/2004;1,61;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;408
PANT;PANT_K;K;14/06/2004;1,59;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;409
PANT;PANT_L;L;14/06/2004;2,06;VERO;;3,00;VERO;3;2,50;FALSO;0;0,00;;FALSO;FALSO;FALSO;;410
PANT;PANT_M;M;14/06/2004;1,64;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;411
PANT;PANT_N;N;14/06/2004;1,61;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;412
PANT;PANT_O;O;14/06/2004;1,46;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;413
PANT;PANT_P;P;14/06/2004;2,37;VERO;;3,00;VERO;6;3,09;FALSO;0;0,00;;FALSO;FALSO;FALSO;;414
PAUL;PAUL_A;A;26/06/2003;1,79;FALSO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;415
PAUL;PAUL_B;B;26/06/2003;1,78;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;416
PAUL;PAUL_C;C;26/06/2003;1,78;FALSO;;0,00;VERO;4;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;417
PAUL;PAUL_D;D;26/06/2003;1,79;FALSO;;0,00;VERO;3;0,00;VERO;3;0,00;;FALSO;FALSO;FALSO;;418
PAUL;PAUL_E;E;26/06/2003;1,77;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;419
PAUL;PAUL_F;F;26/06/2003;1,76;FALSO;;0,00;VERO;3;0,00;VERO;4;0,00;;FALSO;FALSO;FALSO;;420
PAUL;PAUL_G;G;26/06/2003;1,69;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;421
PAUL;PAUL_H;H;26/06/2003;1,71;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;422
PAUL;PAUL_I;I;26/06/2003;1,72;FALSO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;423
PAUL;PAUL_J;J;26/06/2003;2,16;VERO;Red, Grey, Black and White blocks in hectagon;3,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;424
PAUL;PAUL_K;K;16/06/2003;2,19;VERO;Smaller Red and White Checkered;3,00;VERO;1;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;425
PAUL;PAUL_L;L;26/06/2003;2,16;VERO;Smaller Red and White Checkered;3,00;VERO;2;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;426
PAUL;PAUL_M;M;26/06/2003;2,13;VERO;Smaller Red and White Checkered;3,00;VERO;2;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;427
PAUL;PAUL_N;N;26/06/2003;2,22;VERO;Smaller Red and White Checkered;3,00;VERO;1;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;428
PIET;PIET_A;A;11/07/2003;2,17;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;429
PIET;PIET_B;B;11/07/2003;2,22;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;430
PIET;PIET_C;C;11/07/2003;2,17;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;431
PIET;PIET_D;D;11/07/2003;2,13;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;432
PIET;PIET_E;E;11/07/2003;2,20;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;433
PIET;PIET_F;F;11/07/2003;2,14;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;434
PIET;PIET_G;G;11/07/2003;2,11;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;435
PIET;PIET_H;H;11/07/2003;2,17;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;436
PIET;PIET_I;I;11/07/2003;2,13;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;437
PIET;PIET_J;J;11/07/2003;2,08;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;438
PIET;PIET_K;K;11/07/2003;2,15;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;439
PIET;PIET_L;L;11/07/2003;2,13;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;440
PIET;PIET_M;M;11/07/2003;2,59;VERO;Hexagon, with white, black and red marble;3,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;441
PIET;PIET_N;N;11/07/2003;2,91;VERO;Half a hexagon with white black and red color;5,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;442
PIET;PIET_O;O;11/07/2003;3,26;VERO;Standard Red and White Checkered;7,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;443
PIET;PIET_P;P;11/07/2003;2,93;VERO;Hexagon, red, peach, black, gre marble;5,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;444
PIET;PIET_Q;Q;11/07/2003;1,63;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;445
PIVI;PIVI_A;A;22/06/2003;1,89;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;286
PIVI;PIVI_B;B;22/06/2003;2,25;FALSO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;287
PIVI;PIVI_C;C;22/06/2003;2,27;FALSO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;288
PIVI;PIVI_D;D;22/06/2003;2,19;FALSO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;289
PIVI;PIVI_E;E;22/06/2003;2,22;FALSO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;290
PIVI;PIVI_F;F;22/06/2003;2,61;VERO;;3,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;291
POLO;POLO_A;A;18/07/2003;1,41;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;446
POLO;POLO_B;B;18/07/2003;1,45;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;447
POLO;POLO_C;C;18/07/2003;1,46;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;448
POLO;POLO_D;D;18/07/2003;1,39;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;449
POLO;POLO_E;E;18/07/2003;1,45;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;450
POLO;POLO_F;F;18/07/2003;1,51;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;451
POLO;POLO_G;G;18/07/2003;1,33;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;452
POLO;POLO_H;H;18/07/2003;1,41;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;453
POLO;POLO_I;I;18/07/2003;1,44;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;454
POLO;POLO_J;J;18/07/2003;1,63;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;455
POLO;POLO_K;K;18/07/2003;1,83;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;456
POLO;POLO_L;L;18/07/2003;1,75;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;457
POLO;POLO_M;M;18/07/2003;1,34;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;458
REDE;REDE_A;A;28/06/2005;4,07;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1509
REDE;REDE_B;B;28/06/2005;3,56;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1510
REDE;REDE_C;C;28/06/2005;3,53;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;VERO;FALSO;0;1511
REDE;REDE_D;D;28/06/2005;3,59;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;1;1512
REDE;REDE_E;E;28/06/2005;4,09;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1513
REDE;REDE_F;F;28/06/2005;4,05;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1514
REDE;REDE_G;G;28/06/2005;3,56;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1515
REDE;REDE_H;H;28/06/2005;3,55;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;0;1516
REDE;REDE_I;I;28/06/2005;3,56;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1517
REDE;REDE_J;J;28/06/2005;4,03;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1518
REDE;REDE_K;K;28/06/2005;4,03;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1519
REDE;REDE_L;L;28/06/2005;3,56;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1520
REDE;REDE_M;M;28/06/2005;3,50;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;0;1521
REDE;REDE_N;N;28/06/2005;3,50;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1522
REDE;REDE_O;O;28/06/2005;3,96;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1523
REDE;REDE_P;P;28/06/2005;3,93;FALSO;complicated circle and square pattern;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;0;1524
REDE;REDE_Q;Q;28/06/2005;3,85;FALSO;Complicated circle pattern;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;0;1525
REDE;REDE_R;R;28/06/2005;0,00;FALSO;Wooden Floor;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1527
REDE;REDE_S;S;28/06/2005;3,94;FALSO;hexagon red white black;0,00;VERO;5;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1526
ROCC;ROCC_A;A;16/07/2003;2,28;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;459
ROCC;ROCC_B;B;16/07/2003;2,29;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;460
ROCC;ROCC_C;C;16/07/2003;2,29;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;461
ROCC;ROCC_D;D;16/07/2003;2,24;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;462
ROCC;ROCC_E;E;16/07/2003;2,25;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;463
ROCC;ROCC_F;F;16/07/2003;2,28;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;464
ROCC;ROCC_G;G;16/07/2003;2,29;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;465
ROCC;ROCC_H;H;16/07/2003;2,29;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;466
ROCC;ROCC_I;I;16/07/2003;2,29;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;467
ROCC;ROCC_J;J;16/07/2003;2,58;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;468
ROCC;ROCC_K;K;16/07/2003;2,58;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;469
ROCC;ROCC_L;L;16/07/2003;2,58;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;470
ROMI;ROMI_A;A;22/06/2004;1,50;FALSO;Standard Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;VERO;VERO;;471
ROMI;ROMI_B;B;22/06/2004;1,47;FALSO;Standard Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;VERO;VERO;;472
ROMI;ROMI_C;C;22/06/2004;1,50;FALSO;Standard Red and White Checkered;0,00;VERO;2;1,81;FALSO;0;0,00;contains small 2 step side alter;FALSO;VERO;VERO;;473
ROMI;ROMI_D;D;22/06/2004;1,48;FALSO;Standard Red and White Checkered;0,00;VERO;2;1,79;FALSO;0;0,00;contains small 2 step side alter;FALSO;VERO;VERO;;474
ROMI;ROMI_E;E;22/06/2004;1,80;FALSO;Standard Red and White Checkered;;FALSO;0;0,00;FALSO;0;0,00;;VERO;FALSO;VERO;;475
ROMI;ROMI_F;F;22/06/2004;1,81;VERO;Standard Red and White Checkered;2,00;VERO;3;2,30;FALSO;0;0,00;contains main alter;FALSO;FALSO;VERO;;476
ROMI;ROMI_G;G;22/06/2004;1,80;FALSO;Standard Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;FALSO;VERO;;477
SALU;SALU_A;A;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;491
SALU;SALU_B;B;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;492
SALU;SALU_C;C;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;493
SALU;SALU_D;D;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;494
SALU;SALU_E;E;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;495
SALU;SALU_F;F;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;496
SALU;SALU_G;G;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;497
SALU;SALU_H;H;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;498
SALU;SALU_I;I;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;499
SALU;SALU_J;J;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;500
SALU;SALU_K;K;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;501
SALU;SALU_L;L;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;502
SALU;SALU_M;M;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;503
SALU;SALU_N;N;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;504
SALU;SALU_O;O;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;505
SALU;SALU_P;P;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;506
SALU;SALU_Q;Q;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;507
SALU;SALU_R;R;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;508
SALU;SALU_S;S;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;509
SALU;SALU_T;T;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;510
SALU;SALU_U;U;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;511
SALU;SALU_V;V;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;512
SALU;SALU_W;W;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;513
SALU;SALU_X;X;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;514
SALU;SALU_Y;Y;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;515
SALU;SALU_Z;Z;10/07/2002;3,81;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;516
SALV;SALV_A;A;08/07/2004;2,62;FALSO;;0,00;VERO;3;3,12;FALSO;0;0,00;contains side alter;FALSO;FALSO;VERO;;1394
SALV;SALV_B;B;08/07/2004;2,63;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;FALSO;VERO;;1395
SALV;SALV_C;C;08/07/2004;2,53;FALSO;;0,00;VERO;3;3,01;FALSO;0;0,00;contains side alter;FALSO;FALSO;VERO;;1396
SALV;SALV_D;D;08/07/2004;2,63;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1397
